id,carat,cut,color,clarity,depth,table,x,y,z,price
25180,0.51,Very Good,G,VS2,63.4,55.0,5.06,5.03,3.2,1443
26195,0.26,Very Good,E,VVS2,63.0,58.0,4.0,4.03,2.53,597
11733,0.32,Premium,F,VVS1,61.3,58.0,4.37,4.4,2.69,926
25871,0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,3377
1696,1.26,Ideal,H,VS1,60.9,57.0,6.97,6.99,4.25,8238
23703,0.38,Ideal,E,IF,61.4,55.0,4.68,4.7,2.88,1300
5705,0.32,Ideal,I,SI2,61.7,55.0,4.39,4.42,2.72,371
14826,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,3205
1907,0.71,Ideal,I,SI1,61.6,55.0,5.72,5.74,3.53,2319
26167,0.42,Very Good,G,SI1,63.2,57.0,4.79,4.77,3.02,945
7300,0.42,Premium,E,VS2,61.0,60.0,4.82,4.85,2.95,958
8641,1.0,Good,I,SI2,63.9,60.0,6.26,6.3,4.01,3465
7166,1.12,Premium,E,SI2,63.0,61.0,6.66,6.61,4.18,4215
19738,0.69,Very Good,G,VVS1,60.8,55.0,5.74,5.77,3.5,3323
22651,1.2,Very Good,F,SI1,62.7,58.0,6.74,6.72,4.22,6973
21679,0.55,Ideal,D,VS2,61.4,57.0,5.31,5.27,3.25,2030
12434,0.5,Ideal,D,VVS2,60.7,57.0,5.2,5.15,3.14,2376
3351,0.91,Ideal,J,VS2,62.1,56.0,6.18,6.22,3.85,3256
19762,3.04,Premium,I,SI2,59.3,60.0,9.51,9.46,5.62,18559
3746,0.51,Ideal,E,SI2,,56.0,5.12,5.14,3.18,1385
25365,0.56,Very Good,G,VS1,60.5,59.0,5.26,5.31,3.2,1819
9110,0.5,Premium,F,VS1,62.0,58.0,5.1,5.03,3.14,1838
25522,1.1,Ideal,I,VS1,61.7,57.0,6.65,6.62,4.09,5544
19586,1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,10003
19684,1.56,Ideal,F,SI1,62.7,57.0,7.34,7.39,4.62,11943
1504,1.01,Very Good,E,SI2,63.4,58.0,6.43,6.34,4.05,3801
11993,0.54,Ideal,G,VVS2,61.2,56.0,5.25,5.3,3.22,1914
19724,1.05,Ideal,G,IF,62.5,56.0,6.52,6.48,4.06,9012
20255,0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,1263
19411,1.51,Premium,H,SI2,62.5,57.0,7.36,7.26,4.57,7864
21124,0.7,Good,E,VS2,58.7,63.0,5.69,5.73,3.35,2912
3149,0.32,Ideal,F,VS2,62.3,56.0,4.37,4.4,2.73,645
22995,0.34,Ideal,I,SI1,62.3,55.0,4.47,4.42,2.77,589
8303,2.06,Ideal,D,SI2,60.3,56.0,8.29,8.25,4.99,18371
21246,1.01,Premium,G,SI1,59.2,59.0,6.58,6.52,3.88,4338
5182,0.71,Ideal,H,VS2,61.4,57.0,5.71,5.75,3.52,2522
1194,0.3,Ideal,D,VS2,62.4,55.0,4.3,4.32,2.69,616
23634,0.31,Premium,E,VS1,60.0,59.0,4.42,4.38,2.64,942
19274,1.37,Very Good,H,VS1,62.0,59.0,7.08,7.12,4.4,9046
22183,1.0,Very Good,F,VVS1,61.1,57.0,6.36,6.51,3.93,9870
3013,2.01,Fair,D,SI2,59.4,66.0,8.2,8.17,4.86,15627
20422,1.06,Very Good,F,IF,60.6,56.0,6.62,6.69,4.03,9433
15465,0.42,Very Good,H,VVS1,62.2,56.0,4.78,4.81,2.98,1193
26625,1.52,Fair,H,I1,65.4,62.0,7.1,7.02,4.62,4648
12062,0.93,Premium,F,SI2,60.0,60.0,6.36,6.31,3.8,3333
11343,1.23,Premium,G,VS1,59.6,60.0,6.99,6.94,4.15,8293
23906,0.78,Good,F,VS1,64.0,54.0,5.86,5.82,3.74,3163
5818,0.32,Ideal,F,VS2,62.4,55.0,4.43,4.41,2.76,828
21374,1.51,Premium,I,VVS2,62.1,58.0,7.32,7.29,4.54,9498
15321,2.14,Premium,H,VS2,61.7,58.0,8.28,8.22,5.09,16390
21713,0.71,Ideal,G,VVS2,62.5,58.0,5.7,5.73,3.57,2978
3581,1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58,15688
21636,0.3,Ideal,G,VVS2,61.1,57.0,4.35,4.32,2.65,878
26785,1.01,Fair,G,SI2,58.7,67.0,6.52,6.56,3.84,3816
12571,0.9,Good,F,SI2,63.9,55.0,6.15,6.12,3.92,3453
6237,1.47,Premium,F,SI2,61.6,60.0,7.38,7.33,4.53,8314
25764,1.62,Ideal,I,VS2,62.4,57.0,7.45,7.51,4.67,9604
6945,1.0,Premium,G,VVS2,62.5,60.0,6.43,6.34,3.99,6702
25636,0.57,Premium,G,VS2,,55.0,5.31,5.26,3.31,1728
25748,0.58,Ideal,G,SI1,61.5,56.0,5.35,5.38,3.3,1690
119,0.31,Ideal,G,VVS1,61.2,56.0,4.38,4.34,2.67,1046
20023,0.36,Ideal,D,SI2,62.0,56.0,4.56,4.6,2.84,537
10833,1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,5761
9689,0.59,Ideal,E,SI1,61.7,56.0,5.35,5.45,3.33,1633
25902,2.03,Premium,J,SI2,61.7,61.0,8.18,8.04,5.0,12078
12986,0.32,Ideal,G,VVS1,61.8,54.0,4.4,4.43,2.73,814
22927,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,4405
14345,1.22,Ideal,G,VS1,62.0,56.0,6.83,6.88,4.24,9339
18842,0.71,Ideal,E,SI2,59.5,57.0,5.87,5.82,3.48,2511
2053,0.3,Ideal,G,IF,61.7,55.0,4.31,4.34,2.67,895
16307,0.62,Good,E,SI2,59.4,65.0,5.54,5.48,3.27,1333
18330,1.26,Ideal,D,SI2,61.6,56.0,6.99,6.95,4.3,5412
1855,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,15486
7602,0.31,Ideal,I,VS2,59.9,57.0,4.4,4.38,2.63,558
1869,1.14,Ideal,G,VS1,61.4,57.0,6.75,6.81,4.16,8346
22217,2.01,Very Good,J,SI2,60.6,60.0,8.11,8.19,4.94,11406
15014,0.3,Good,D,SI1,63.3,59.0,4.22,4.25,2.68,552
15915,0.3,Premium,E,VS2,62.9,58.0,4.24,4.22,2.66,844
3941,0.35,Very Good,D,SI2,62.4,57.0,4.47,4.5,2.8,487
8597,0.37,Ideal,G,IF,61.2,56.0,4.61,4.64,2.83,1056
14148,0.38,Ideal,G,SI1,,57.0,4.71,4.76,2.87,695
11460,1.02,Premium,F,SI2,59.9,62.0,6.53,6.5,3.9,4238
18517,0.91,Very Good,E,SI1,63.5,57.0,6.11,6.07,3.87,4138
7293,1.21,Very Good,I,VS1,59.4,60.0,6.9,6.97,4.12,5865
16954,1.23,Ideal,F,VS1,61.3,57.0,6.93,6.86,4.23,8679
2838,1.59,Very Good,I,VS2,60.5,63.0,7.52,7.45,4.53,10106
20180,2.52,Fair,J,SI2,65.1,56.0,8.51,8.43,5.51,15776
1893,0.92,Ideal,G,VS1,62.0,57.0,6.24,6.28,3.88,5243
25797,0.71,Ideal,D,VVS2,61.3,57.0,5.7,5.81,3.53,3856
16842,1.51,Very Good,G,SI1,63.4,58.0,7.19,7.3,4.59,9664
10130,0.72,Ideal,I,VVS2,61.2,59.0,5.75,5.79,3.53,2452
13702,0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,517
19596,0.46,Ideal,E,VVS1,62.6,57.0,4.89,4.98,3.09,1586
17343,0.4,Ideal,G,VVS2,62.4,56.0,4.64,4.68,2.91,982
12285,0.36,Ideal,D,SI1,61.9,55.7,4.57,4.59,2.84,713
24817,1.5,Good,G,SI2,57.5,63.0,7.53,7.49,4.32,6006
22319,0.23,Ideal,G,SI1,61.2,56.0,3.97,4.0,2.44,375
25020,0.42,Very Good,H,SI1,61.5,54.0,4.87,4.89,3.0,670
12217,0.53,Ideal,F,VVS2,61.3,57.0,5.2,5.24,3.2,2160
2107,0.9,Ideal,G,SI2,61.2,57.0,6.24,6.28,3.83,3521
17105,1.2,Ideal,I,VS1,61.5,59.0,6.82,6.84,4.2,6380
11792,0.52,Ideal,G,VVS2,60.9,56.0,5.22,5.26,3.19,1858
7061,0.7,Premium,G,VS1,58.3,58.0,5.9,5.86,3.43,2459
24720,0.32,Premium,F,VS2,59.7,62.0,4.43,4.38,2.63,773
8883,0.3,Very Good,E,VS2,62.9,58.0,4.27,4.31,2.7,544
9189,0.31,Ideal,G,VVS1,62.1,55.0,4.34,4.39,2.71,789
12398,0.5,Ideal,E,VS2,63.8,54.0,5.07,5.05,3.23,1845
2206,0.33,Ideal,F,VVS2,61.8,54.0,4.47,4.5,2.77,761
19964,0.32,Ideal,G,VS1,61.7,55.0,4.43,4.39,2.72,828
3687,0.31,Very Good,E,SI1,58.3,60.0,4.48,4.51,2.62,544
25293,0.54,Premium,D,SI1,60.0,58.0,5.3,5.26,3.17,1667
9407,1.0,Good,E,VVS1,64.1,62.0,6.29,6.26,4.02,7084
8549,0.33,Ideal,E,VVS2,61.0,57.0,4.46,4.49,2.73,802
25978,0.4,Ideal,E,VS2,62.2,55.0,4.71,4.77,2.95,1090
14578,0.34,Ideal,E,VS1,61.2,55.0,4.52,4.56,2.77,875
6815,0.7,Good,I,VS2,57.1,61.0,5.9,5.93,3.38,2010
21196,0.3,Ideal,E,VS2,61.5,55.0,4.34,4.31,2.66,844
22148,0.5,Ideal,G,VVS2,62.9,57.0,5.11,5.04,3.19,1935
8887,0.31,Ideal,D,VS2,62.1,54.0,4.33,4.37,2.7,734
6944,0.78,Very Good,E,SI1,63.4,56.0,5.84,5.9,3.72,2565
2450,0.28,Very Good,H,VVS1,58.5,61.0,4.27,4.31,2.51,480
10823,0.31,Premium,H,VS1,61.8,61.0,4.36,4.32,2.68,698
21367,0.24,Premium,E,VVS1,60.6,59.0,4.02,4.0,2.43,668
13212,1.51,Ideal,G,VS2,62.0,56.0,7.35,7.32,4.55,13355
9259,0.39,Good,G,VS2,60.3,60.6,4.7,4.71,2.84,743
1990,0.32,Ideal,I,VS1,62.3,57.0,4.42,4.37,2.74,648
14999,0.59,Very Good,E,SI2,60.5,58.0,5.43,5.51,3.31,1325
15631,0.51,Very Good,D,SI1,61.7,58.0,5.09,5.12,3.15,1403
13384,1.01,Very Good,E,SI1,63.4,58.0,6.32,6.37,4.02,5684
18440,0.9,Good,J,VS2,57.9,63.0,6.32,6.35,3.67,3423
9182,1.0,Fair,G,VS1,58.7,67.0,6.47,6.45,3.79,5853
25536,0.42,Ideal,D,VVS2,61.7,53.0,4.85,4.87,3.0,1223
19963,0.3,Ideal,D,VS2,61.4,54.0,4.34,4.39,2.68,670
4693,0.57,Ideal,F,VS2,61.7,57.0,5.36,5.33,3.3,1847
18953,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,431
7567,0.32,Very Good,E,SI1,60.4,61.0,4.39,4.42,2.66,524
15288,1.5,Ideal,H,SI1,62.0,55.0,7.34,7.29,4.54,11189
22078,0.71,Very Good,F,SI2,61.6,59.0,5.7,5.76,3.53,2326
25602,0.7,Premium,G,VS2,61.3,58.0,5.74,5.68,3.5,2596
11761,1.52,Very Good,F,VS2,62.9,53.3,7.31,7.36,4.61,15649
6600,0.73,Very Good,I,VVS2,62.3,58.0,5.75,5.78,3.59,2565
17281,0.51,Ideal,D,SI2,61.9,56.0,5.15,5.1,3.17,1359
16141,0.91,Premium,E,SI1,62.1,58.0,6.18,6.15,3.83,4256
14092,1.04,Ideal,H,SI1,59.7,60.0,6.61,6.59,3.94,4812
5744,0.59,Ideal,E,VVS2,61.0,58.0,5.39,5.43,3.3,2515
15568,0.41,Very Good,G,VVS2,61.9,54.0,4.77,4.82,2.96,932
11773,0.71,Very Good,G,SI1,63.2,58.0,5.68,5.65,3.58,2147
12639,1.1,Ideal,F,VS1,61.5,55.0,6.69,6.64,4.1,8796
845,1.14,Ideal,E,VVS2,62.3,55.0,6.68,6.71,4.17,10512
14312,0.54,Premium,G,VVS1,60.7,56.0,5.3,5.25,3.2,2236
14449,1.67,Ideal,I,VS1,61.6,59.0,7.64,7.61,4.7,11975
11150,2.52,Ideal,I,SI1,61.5,56.0,8.76,8.69,5.37,17231
17225,0.33,Premium,E,VS2,60.6,60.0,4.43,4.48,2.7,723
9400,0.32,Ideal,H,VVS1,61.6,55.0,4.4,4.43,2.72,730
14003,0.41,Premium,F,VVS2,60.1,59.0,4.79,4.82,2.89,1115
9809,1.46,Ideal,G,VS2,62.3,56.0,7.28,7.2,4.51,10302
7556,0.38,Ideal,E,VVS2,61.8,54.2,4.66,4.69,2.89,1073
18790,1.24,Ideal,G,SI2,61.4,56.0,6.98,6.92,4.27,5520
10884,1.01,Fair,F,SI1,65.0,61.0,6.29,6.23,4.07,5131
9258,0.9,Premium,F,VS2,,58.0,6.15,6.22,3.86,4801
8291,0.9,Premium,G,VS2,62.9,62.0,6.06,6.02,3.8,3850
15542,0.79,Ideal,D,SI2,62.8,57.0,5.9,5.85,3.69,2853
23292,0.61,Ideal,D,VVS2,62.4,58.0,5.38,5.42,3.37,3036
22431,0.67,Very Good,G,VS1,59.9,57.4,5.69,5.75,3.42,2309
13750,0.41,Ideal,H,VS1,61.1,56.0,4.83,4.86,2.96,1269
10997,1.52,Ideal,F,SI2,61.2,57.0,7.45,7.39,4.54,9057
22059,0.27,Very Good,G,VVS2,,56.0,4.14,4.17,2.57,504
17916,1.22,Premium,G,VVS2,62.0,58.0,6.9,6.85,4.26,10111
8554,0.71,Premium,F,VS1,60.5,58.0,5.75,5.72,3.47,2839
1642,1.2,Premium,H,VS2,60.7,60.0,6.88,6.82,4.16,6250
17755,0.4,Ideal,H,VVS2,62.4,57.0,4.69,4.73,2.94,877
2530,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,4660
1396,1.02,Ideal,F,VS1,60.7,56.0,6.53,6.61,3.99,7091
9885,1.03,Ideal,G,VS1,62.0,57.0,6.45,6.48,4.0,7119
11208,0.52,Very Good,E,SI2,61.8,54.0,5.15,5.18,3.19,1120
13375,1.5,Good,I,SI1,64.2,56.0,7.25,7.14,4.62,7207
23804,1.01,Good,H,SI1,63.4,58.0,6.37,6.41,4.05,4116
23117,0.31,Ideal,G,IF,62.5,56.0,4.33,4.37,2.71,871
6782,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,1095
7418,0.36,Premium,D,SI2,60.9,58.0,4.63,4.6,2.81,689
14546,1.04,Ideal,G,VS2,62.0,57.0,6.49,6.5,4.03,6342
9332,0.97,Good,J,VS2,60.0,56.0,6.4,6.46,3.86,3717
2158,0.46,Ideal,E,SI2,61.3,56.0,4.96,5.02,3.06,870
12763,0.5,Good,F,SI1,63.7,61.0,5.02,4.99,3.19,1125
20498,1.21,Premium,F,VS2,61.3,58.0,6.89,6.84,4.21,8139
24562,0.31,Ideal,F,IF,62.3,53.0,4.35,4.38,2.72,914
13852,0.9,Good,G,I1,63.6,61.0,6.07,6.03,3.85,2344
18043,1.33,Premium,G,VS1,62.7,58.0,7.01,6.96,4.38,9876
6962,0.42,Ideal,G,VS2,62.2,56.0,4.8,4.82,2.99,847
2971,1.3,Premium,F,VVS1,59.3,59.0,7.11,7.08,4.22,14068
2338,0.3,Very Good,D,SI1,63.0,58.0,4.24,4.27,2.68,552
25268,0.7,Very Good,E,SI1,63.5,59.0,5.53,5.49,3.5,2838
10831,1.16,Premium,E,VS1,58.7,58.0,6.89,6.87,4.04,8346
17271,1.26,Ideal,G,SI2,,55.0,7.05,7.0,4.28,6046
15404,1.11,Ideal,G,VS1,61.5,58.0,6.7,6.66,4.11,7639
5568,1.01,Ideal,E,SI2,62.2,55.0,6.4,6.43,3.99,4984
5212,1.22,Ideal,F,SI1,62.8,55.0,6.87,6.79,4.29,6456
12278,0.8,Very Good,I,VS2,62.0,54.2,5.94,5.99,3.7,2591
14567,1.12,Ideal,E,SI2,60.9,57.0,6.66,6.6,4.04,3864
2476,1.51,Good,J,VS2,59.5,61.0,7.45,7.62,4.48,7476
15060,0.31,Premium,E,VS2,61.0,59.0,4.35,4.37,2.66,680
20029,0.36,Ideal,I,IF,62.0,55.0,4.59,4.61,2.85,735
14339,1.57,Ideal,G,VS2,61.7,56.0,7.42,7.49,4.6,14283
8153,1.11,Premium,H,SI2,62.9,59.0,6.59,6.54,4.13,4662
10318,0.3,Premium,E,VS1,60.6,62.0,4.3,4.28,2.6,851
5663,1.2,Premium,H,VVS2,60.0,60.0,6.86,6.78,4.09,5174
21121,2.01,Good,H,SI1,63.2,58.0,7.93,7.98,5.03,15919
1832,1.1,Premium,I,SI2,62.9,59.0,6.6,6.53,4.13,3604
18332,1.3,Ideal,H,VVS1,62.8,55.2,6.94,6.97,4.36,9232
17514,0.8,Very Good,G,SI1,62.9,56.0,5.88,5.95,3.72,3070
20612,1.7,Ideal,H,VS2,62.8,55.0,7.61,7.54,4.76,10333
4991,1.25,Premium,H,VS1,59.3,57.0,7.11,7.05,4.2,7560
19034,0.52,Very Good,G,SI1,59.6,62.0,5.18,5.23,3.1,1244
17595,0.31,Premium,D,SI1,61.2,60.0,4.35,4.41,2.68,571
918,0.3,Ideal,I,VVS1,62.4,56.0,4.32,4.3,2.69,709
20076,0.41,Ideal,J,VS1,62.2,55.0,4.79,4.76,2.97,775
19611,0.38,Ideal,H,VVS1,61.1,56.0,4.68,4.71,2.87,949
7306,0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,3447
7530,2.31,Premium,J,VS1,62.3,61.0,8.55,8.43,5.29,17451
26125,0.31,Premium,G,VS2,,59.0,4.4,4.38,2.63,698
1600,0.51,Ideal,G,VVS2,62.1,55.5,5.08,5.13,3.18,1794
23142,1.78,Premium,J,SI2,62.6,58.0,7.78,7.72,4.85,8889
18181,0.3,Ideal,F,SI1,62.5,57.0,4.3,4.31,2.69,475
2685,0.3,Good,H,SI1,63.9,55.0,4.24,4.27,2.72,421
18260,0.71,Premium,D,VS1,62.9,57.0,5.66,5.6,3.54,2860
14755,0.3,Ideal,E,VVS2,61.9,58.0,4.28,4.32,2.66,766
7380,0.63,Ideal,F,VVS2,61.2,56.0,5.53,5.55,3.39,3351
13278,1.08,Premium,G,SI2,60.3,58.0,6.72,6.65,4.03,4442
4780,1.51,Very Good,D,VS2,63.2,57.0,7.27,7.25,4.59,12311
3104,0.41,Ideal,J,VS1,62.2,54.5,4.75,4.76,2.96,674
21272,1.2,Premium,J,SI2,61.1,59.0,6.81,6.78,4.15,4234
21461,0.4,Very Good,E,SI1,62.8,59.0,4.7,4.73,2.96,707
11335,0.71,Premium,F,SI2,62.6,59.0,5.64,5.6,3.52,2072
3307,0.3,Good,G,VVS2,63.8,56.0,4.29,4.27,2.73,878
3136,0.57,Ideal,G,VS1,62.1,56.0,5.31,5.34,3.3,1868
25775,0.45,Premium,I,SI2,60.1,59.0,4.96,4.92,3.02,830
3333,0.46,Ideal,I,VVS2,62.7,56.0,4.9,4.93,3.08,1040
26233,0.46,Very Good,D,VS2,60.9,58.0,4.94,4.97,3.02,1326
15887,0.32,Ideal,E,VS1,59.9,55.0,4.46,4.49,2.68,758
13007,0.34,Ideal,H,VS1,62.4,55.0,4.48,4.5,2.8,615
10257,0.35,Premium,I,VS1,61.8,58.0,4.53,4.5,2.79,709
21806,0.87,Ideal,H,SI2,62.7,56.0,6.16,6.13,3.85,2816
26744,0.6,Ideal,D,VVS1,61.6,56.0,5.41,5.43,3.34,3570
2442,0.3,Premium,H,VS1,61.0,58.0,4.31,4.28,2.62,675
13610,0.7,Premium,H,VS1,60.6,59.0,5.81,5.74,3.5,2636
14444,1.02,Ideal,D,SI1,62.2,56.0,6.43,6.47,4.0,6340
17795,0.74,Ideal,E,VS2,62.7,54.0,5.8,5.77,3.63,2984
16072,2.03,Very Good,I,VS2,59.9,59.0,8.32,8.24,4.96,16422
5152,0.38,Premium,F,VVS1,59.2,58.0,4.8,4.76,2.83,1257
11796,1.06,Ideal,D,VVS2,62.0,57.0,6.52,6.54,4.05,11837
22053,0.37,Very Good,F,VS1,58.6,65.0,4.68,4.71,2.75,863
26660,2.18,Premium,H,SI2,62.3,59.0,8.37,8.26,5.18,11579
16863,0.3,Premium,E,VS2,61.9,61.0,4.32,4.28,2.66,844
5451,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,794
6969,0.33,Ideal,E,VVS1,60.2,57.0,4.47,4.5,2.7,984
8654,1.07,Ideal,F,VS2,62.4,55.0,6.53,6.57,4.09,7483
5919,1.51,Premium,I,SI2,62.6,59.0,7.31,7.28,4.57,7292
2541,1.03,Very Good,F,SI2,62.0,58.0,6.43,6.51,4.01,4414
21662,1.13,Ideal,E,VVS1,61.5,56.0,6.68,6.71,4.12,11641
2526,0.32,Ideal,D,SI1,62.5,54.0,4.39,4.41,2.75,589
11918,0.3,Ideal,D,SI2,61.1,55.0,4.32,4.35,2.65,447
17458,0.31,Ideal,G,VS2,62.0,57.0,4.34,4.37,2.7,544
14166,0.51,Ideal,D,VS2,61.2,55.0,5.18,5.16,3.16,1882
3192,0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,1970
14666,0.23,Very Good,E,VVS2,62.5,55.0,3.94,3.96,2.47,505
12579,0.24,Very Good,E,VVS1,61.5,59.0,3.99,4.01,2.46,485
11696,0.43,Ideal,G,SI1,,57.0,4.84,4.87,2.98,790
11948,0.5,Very Good,E,SI2,62.4,57.0,5.03,5.07,3.15,1154
16891,1.21,Very Good,H,VS1,62.6,58.0,6.71,6.75,4.21,7445
21731,0.5,Ideal,D,VS2,61.1,57.0,5.11,5.13,3.13,2243
15041,1.51,Very Good,E,VVS2,60.2,61.0,7.34,7.4,4.44,17689
18462,0.58,Very Good,E,SI1,63.1,56.0,5.36,5.32,3.37,1641
21415,1.5,Premium,G,VS2,61.2,61.0,7.34,7.29,4.48,12308
22060,0.96,Good,H,SI2,56.7,62.0,6.51,6.39,3.66,3454
26463,1.01,Very Good,E,SI1,62.3,60.0,6.36,6.39,3.97,5224
6354,1.1,Very Good,H,SI2,62.9,58.0,6.53,6.56,4.12,4422
15962,0.5,Good,E,VS1,58.2,61.0,5.19,5.22,3.03,1806
9285,0.3,Ideal,I,SI1,61.9,57.0,4.28,4.31,2.66,422
15590,0.33,Premium,E,SI1,60.4,59.0,4.43,4.47,2.69,579
2272,0.61,Premium,H,VS2,62.8,59.0,5.44,5.3,3.37,1719
17979,0.7,Very Good,F,SI1,59.8,59.0,5.78,5.82,3.47,2161
20717,0.33,Premium,E,VS2,61.7,60.0,4.4,4.45,2.73,723
7789,0.5,Premium,G,VVS1,61.0,60.0,5.08,5.12,3.11,1966
21171,0.56,Ideal,E,VS2,61.9,56.0,5.27,5.32,3.28,1819
24986,0.9,Fair,F,VS2,,67.0,6.29,6.24,3.73,4536
16945,1.31,Ideal,I,SI2,63.6,55.0,6.98,6.92,4.42,5546
3967,0.75,Good,D,SI2,57.6,56.0,5.98,6.07,3.47,2933
20093,1.52,Premium,H,SI1,61.0,58.0,7.44,7.39,4.52,9700
17492,1.51,Very Good,J,VS2,61.0,58.0,7.35,7.41,4.5,7744
172,0.81,Ideal,F,SI1,61.9,57.0,5.98,6.01,3.71,2977
4537,1.22,Premium,F,VS2,62.0,58.0,6.86,6.89,4.26,8576
3480,2.03,Very Good,J,SI2,60.9,60.0,8.1,8.21,4.97,11968
11532,0.3,Ideal,E,SI1,62.2,55.0,4.29,4.33,2.68,499
16565,0.31,Premium,G,VS1,62.2,56.0,4.36,4.32,2.7,802
15130,0.51,Very Good,G,SI1,62.7,59.0,5.07,5.13,3.2,1243
26948,1.18,Premium,I,SI1,61.8,58.0,6.78,6.74,4.18,5617
11104,0.57,Ideal,F,SI1,62.2,55.0,5.32,5.36,3.32,1377
15148,0.32,Premium,D,SI1,60.4,58.0,4.47,4.44,2.69,756
18301,1.16,Very Good,I,SI1,62.9,58.0,6.64,6.69,4.19,4586
17336,2.01,Premium,H,SI2,62.3,58.0,8.11,8.06,5.04,15917
9381,0.32,Premium,G,VVS2,61.7,59.0,4.41,4.37,2.71,936
9491,0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,1436
10280,0.32,Very Good,H,VS1,63.0,57.0,4.32,4.35,2.73,561
26057,1.16,Ideal,G,VVS1,60.5,57.0,6.78,6.83,4.12,9075
16200,1.04,Very Good,I,SI2,59.6,57.0,6.6,6.62,3.94,3603
12040,0.52,Ideal,F,VS1,62.5,57.0,5.17,5.13,3.22,1707
20164,1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,5712
25711,0.41,Ideal,G,VVS1,62.4,53.0,4.79,4.8,2.99,1068
25862,0.4,Ideal,E,VVS2,62.2,56.0,4.78,4.71,2.95,1238
17747,0.9,Very Good,H,VS1,63.2,59.0,6.08,6.11,3.85,4324
20401,0.41,Premium,D,SI2,61.2,59.0,4.77,4.8,2.93,683
13448,0.35,Ideal,F,VS2,60.8,57.0,4.56,4.52,2.76,906
21229,1.5,Ideal,F,VS2,62.4,55.0,7.31,7.25,4.54,14199
2812,1.13,Ideal,F,I1,62.2,55.0,6.68,6.63,4.14,3607
18802,1.01,Ideal,H,SI1,61.2,58.0,6.42,6.49,3.95,4943
1576,1.01,Ideal,H,SI1,61.0,56.0,6.48,6.43,3.94,5062
7965,1.03,Ideal,F,SI2,62.4,57.0,6.43,6.38,4.0,3807
10243,0.4,Very Good,E,VS1,60.3,58.0,4.8,4.82,2.9,980
5385,0.3,Very Good,H,SI1,63.1,56.0,4.29,4.27,2.7,554
16137,0.34,Ideal,G,VS1,60.6,57.0,4.52,4.57,2.75,720
4473,1.14,Good,I,SI1,63.5,56.0,6.58,6.62,4.19,4702
5547,0.51,Ideal,E,SI1,61.7,55.0,5.17,5.13,3.18,1443
24012,0.44,Ideal,D,VS1,62.3,55.0,4.84,4.88,3.03,1235
8626,0.33,Good,F,VS2,59.5,61.0,4.49,4.54,2.68,643
20057,0.7,Very Good,F,VS1,62.0,57.0,5.64,5.71,3.52,2808
16507,0.3,Ideal,D,SI1,61.0,54.0,4.34,4.35,2.65,552
4165,0.5,Very Good,E,VS2,61.8,58.0,5.05,5.11,3.14,1624
6914,1.75,Very Good,I,SI2,61.2,57.0,7.71,7.76,4.73,10098
19183,1.09,Ideal,G,VS2,62.8,57.0,6.54,6.58,4.12,7292
9265,0.32,Ideal,E,VS2,,55.0,4.4,4.42,2.74,702
21604,2.03,Very Good,I,SI1,62.9,57.0,8.02,8.06,5.06,15153
25824,0.31,Fair,F,SI1,64.7,56.0,4.28,4.25,2.76,618
5478,0.57,Ideal,E,VS1,62.1,53.0,5.36,5.41,3.34,1942
9250,0.46,Premium,E,VS2,61.5,60.0,4.95,4.91,3.03,1173
24477,1.52,Premium,G,VS1,61.9,58.0,7.38,7.35,4.56,14424
8591,0.71,Premium,G,VS2,61.9,62.0,5.72,5.69,3.53,2694
3425,0.63,Ideal,F,VVS2,61.9,57.0,5.47,5.51,3.4,2835
1161,0.32,Premium,D,VS2,60.3,60.0,4.42,4.44,2.67,758
3795,0.9,Very Good,D,SI1,63.5,57.0,6.15,6.11,3.89,4304
8333,0.51,Very Good,G,VVS2,63.1,58.0,5.11,5.07,3.21,1974
173,0.32,Very Good,F,VS2,61.4,58.0,4.37,4.42,2.7,556
5864,0.81,Premium,J,SI1,61.4,60.0,5.98,5.94,3.66,1917
14894,0.33,Premium,G,SI2,59.4,59.0,4.52,4.5,2.68,557
18454,1.2,Very Good,J,VS1,63.1,59.0,6.75,6.65,4.23,5376
1886,1.0,Good,H,SI2,64.1,61.0,6.36,6.27,4.05,3640
12174,0.3,Very Good,G,IF,61.0,62.0,4.32,4.34,2.64,895
